artist,album_id,N_songs,N_songs_wL,N_words,N_words_per_s,Avg_in_dict,Avg_in_NAWL,Avg_vulg,Avg_max_N_Anger,Avg_max_N_Fear,Avg_max_N_Happiness,Avg_max_N_Sadness,Avg_max_N_Disgust,Avg_max_N_Neutral,Avg_min_N_Anger,Avg_min_N_Fear,Avg_min_N_Happiness,Avg_min_N_Sadness,Avg_min_N_Disgust,Avg_min_N_Neutral,Avg_max_sum_Anger,Avg_max_sum_Fear,Avg_max_sum_Happiness,Avg_max_sum_Sadness,Avg_max_sum_Disgust,Avg_min_sum_Anger,Avg_min_sum_Fear,Avg_min_sum_Happiness,Avg_min_sum_Sadness,Avg_min_sum_Disgust
Bedoes,5HVurDjvQq8KTOL5JGS516,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedoes,5di7ozBsgi1PrYUZK1azk8,1,1,592,2.30087876467685,0.913851351351351,0.255067567567568,0.00168918918918919,0,0.00662251655629139,0.0794701986754967,0.0463576158940397,0.00662251655629139,0.0198675496688742,0,0.00662251655629139,0.0463576158940397,0.0463576158940397,0.00662251655629139,0.0132450331125828,2.35417255298013,2.8214750615894,3.38309654966887,2.66251580198675,1.91939774701987,1.6720439205298,1.9922642807947,2.51130168410596,1.91752043576159,1.28506065231788
Bedoes,2ACuYO3TIg2igYHb5ay42Q,1,1,372,2.30846561503233,0.865591397849462,0.123655913978495,0.010752688172043,0,0.0652173913043478,0.173913043478261,0,0,0,0,0.0652173913043478,0.0434782608695652,0,0,0,2.04860337391304,2.3917533673913,3.90759326304348,1.91305898043478,1.69523409782609,1.38989532608696,1.58437072391304,2.5292332826087,1.25230708913043,1.10939240869565
Bedoes,6omKCajfGmJ3SP2yMggQpW,1,1,451,1.94777711556235,0.982261640798226,0.206208425720621,0,0,0.0430107526881721,0.161290322580645,0,0,0.0430107526881721,0,0.0430107526881721,0.032258064516129,0,0,0.032258064516129,2.08718562150538,2.16276078064516,3.58234540645161,2.0224550516129,1.64321600752688,1.34848205913979,1.42128481612903,1.83051497096774,1.27734889677419,1.03149219892473
Bedoes,5lm7LPEHy16rTGqwtfVA4t,1,1,743,2.74158613488013,0.908479138627187,0.209959623149394,0.0296096904441454,0.00641025641025641,0.0128205128205128,0.147435897435897,0,0.00641025641025641,0.00641025641025641,0.00641025641025641,0.0128205128205128,0.0961538461538462,0,0.00641025641025641,0,2.21654246282051,2.43259185,4.09316790897436,2.23317079166667,1.82539812948718,1.5715720474359,1.64275146538462,2.76408066666667,1.49295967371795,1.29199539679487
Bedoes,5e6QOSro7tAWvtqi5Hews9,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedoes,7Mn0IdhFU4mOjTOnEWkeI1,1,1,437,2.55585448590478,0.823798627002288,0.212814645308925,0.011441647597254,0,0.0860215053763441,0.0645161290322581,0.032258064516129,0,0.021505376344086,0,0.0860215053763441,0.032258064516129,0.032258064516129,0,0.021505376344086,1.79969672258065,2.18642583978495,4.00540702903226,1.97631962043011,1.56278529247312,1.2772876172043,1.64353762688172,2.93029137849462,1.42802442150538,1.11768220752688
Bedoes,74jBfAKVekIwEAqrJGNEbi,1,1,350,1.76767676767677,0.794285714285714,0.128571428571429,0.00571428571428571,0,0.0222222222222222,0.0222222222222222,0.0888888888888889,0,0,0,0.0222222222222222,0,0.0444444444444444,0,0,1.89765747111111,2.24840138,3.66308961333333,2.18790756,1.56926240444444,1.02804683555556,1.30028489111111,2.17223805777778,1.19275088,0.879202275555556
Bedoes,1Qo23JmRZzmiHx2464AtPm,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedoes,5hGslZ6KWVIsbICbrgjc3R,1,1,381,2.37123154671513,0.968503937007874,0.238845144356955,0.005249343832021,0.010989010989011,0.0659340659340659,0.054945054945055,0.010989010989011,0,0.010989010989011,0.010989010989011,0.0659340659340659,0.054945054945055,0.010989010989011,0,0.010989010989011,1.99291662637363,2.26490244835165,4.09254566813187,2.05185343516484,1.61352961208791,1.46113929230769,1.73738296923077,2.77838830989011,1.48069097912088,1.14679407692308
Bedoes,0H0vIrc5pdjHRNUNgo3Wu3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedoes,0lYmMvekuw88bL2an9pOY3,1,1,688,3.04005090317791,0.924418604651163,0.15843023255814,0.0188953488372093,0.0275229357798165,0,0.110091743119266,0,0.0091743119266055,0.0091743119266055,0.0091743119266055,0,0.0458715596330275,0,0.0091743119266055,0.0091743119266055,2.06278261009174,2.14565198715596,4.0185446853211,1.96342037522936,1.65981861100917,1.25584829357798,1.38950310642202,2.66735933669725,1.2019524853211,1.03575629357798
Bedoes,1DziynBuwPHDEdyW1fHCOY,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bedoes,1UYP1MLDFeJlbqxDGPQ7nw,1,1,421,2.22359546407652,0.969121140142518,0.323040380047506,0.0213776722090261,0.0147058823529412,0.0294117647058824,0.0882352941176471,0.0294117647058824,0,0.0147058823529412,0,0.0294117647058824,0.0367647058823529,0.0294117647058824,0,0.0147058823529412,2.10231272058824,2.48754605661765,4.02358812279412,2.17738185882353,1.68819129779412,1.53999078235294,1.87760806838235,2.97896769852941,1.57861991911765,1.2300046
Bedoes,7IdMPHd3jUrOOJ3HHFrayx,5,2,1090,2.35772023594507,0.902752293577982,0.177064220183486,0.0192660550458716,0.0207253886010363,0.00518134715025907,0.0984455958549223,0.00518134715025907,0.00518134715025907,0.0362694300518135,0.00518134715025907,0.00518134715025907,0.0259067357512953,0.00518134715025907,0.00518134715025907,0.0259067357512953,2.16630131917098,2.34520540829016,3.73859293108808,2.10355684196891,1.75750631606218,1.63075520880829,1.80179870518135,2.76398300466321,1.55789160466321,1.30318630673575
Bedoes,0zVjeWRgu29TSlLJ7naiA1,6,3,759,1.52738117517794,0.927536231884058,0.187088274044796,0.0303030303030303,0,0.00704225352112676,0.119718309859155,0.028169014084507,0.0140845070422535,0.0704225352112676,0,0.00704225352112676,0.0563380281690141,0.028169014084507,0.0140845070422535,0.0704225352112676,1.95545924859155,2.05610727042254,3.92030822183099,1.9519281056338,1.68199511549296,1.36929697112676,1.48221377464789,2.86652826408451,1.37695117394366,1.19251836478873
Borixon,3e586rivlx33keBMpjFORV,10,4,1682,2.44383324397796,0.905469678953627,0.187277051129608,0.0214030915576694,0.0222222222222222,0.0126984126984127,0.13968253968254,0.0126984126984127,0.00317460317460317,0.111111111111111,0.0190476190476191,0.0126984126984127,0.0920634920634921,0.0126984126984127,0.00317460317460317,0.101587301587302,2.14593677238095,2.24273503015873,3.56355314031746,2.13832588793651,1.77866413873016,1.39396734031746,1.50127977587302,2.3457355552381,1.41189346952381,1.14406457746032
Borixon,59ohTCu0ubEuXcFKAuI4rr,12,8,2770,1.98331864341005,0.94115523465704,0.196750902527076,0.0104693140794224,0.0073394495412844,0.0165137614678899,0.100917431192661,0.0165137614678899,0.018348623853211,0.0385321100917431,0.0018348623853211,0.0146788990825688,0.0587155963302752,0.0146788990825688,0.018348623853211,0.0311926605504587,2.09488333486239,2.27489098220184,3.84750000385321,2.11915490752294,1.78490675229358,1.4874811493578,1.61281147577982,2.74599447082569,1.46035305541284,1.29386411559633
Borixon,6sD7B69F8f8PbpzNrfJtWi,11,3,1084,1.70795269412206,0.913284132841328,0.208487084870849,0.0119926199261993,0.0132743362831858,0.0176991150442478,0.115044247787611,0.0132743362831858,0,0.0398230088495575,0.00884955752212389,0.00884955752212389,0.0530973451327434,0.0132743362831858,0,0.0398230088495575,2.03569447831858,2.31458158893805,3.85510426504425,2.1153846159292,1.65213171371681,1.41446058097345,1.64789601504425,2.59696064646018,1.47207725221239,1.14699467654867
Borixon,3sJxtSLwnateTLrBH2lP0x,13,7,1955,1.5800712203969,0.950895140664962,0.21381074168798,0.0122762148337596,0.0215311004784689,0.0191387559808612,0.0861244019138756,0.0119617224880383,0.0119617224880383,0.0287081339712919,0.00717703349282297,0.0167464114832536,0.0239234449760766,0.00956937799043062,0.0119617224880383,0.0239234449760766,2.20321097368421,2.52536341626794,3.73127877248804,2.32521392607656,1.80688623947368,1.41502547296651,1.73594426842105,2.47283058444976,1.5479711854067,1.1612497069378
Borixon,4jtxOhJVD8Aq8xXQHINBWb,17,5,1193,1.18388761701186,0.968985750209556,0.191953059513831,0.000838222967309304,0.0174672489082969,0.0218340611353712,0.187772925764192,0.0174672489082969,0,0.0393013100436681,0,0.0218340611353712,0.117903930131004,0.0174672489082969,0,0.0393013100436681,1.95552320305677,2.25761704017467,4.12045745283843,1.98426827641921,1.56920340655022,1.27703752576419,1.51958223100437,2.85051753275109,1.27331143318777,1.01351099082969
Borixon,5uZOmc8N8UKVOvAw2Fbykr,15,7,3052,2.05662040393858,0.943315858453473,0.185779816513761,0.00622542595019659,0.0123456790123457,0.00352733686067019,0.137566137566138,0.00881834215167548,0.0017636684303351,0.0388007054673721,0.00881834215167548,0.00352733686067019,0.0493827160493827,0.00881834215167548,0.0017636684303351,0.0299823633156966,2.0104991,2.15331352398589,3.9692400638448,2.02919600511464,1.66936744814815,1.31000617530864,1.41440428571429,2.38825954144621,1.2821015324515,1.07690045837742
Borixon,3AC6aONysT0gNG12TCqA5d,14,3,1035,1.59208235142103,0.947826086956522,0.179710144927536,0.00676328502415459,0.021505376344086,0.021505376344086,0.166666666666667,0.00537634408602151,0.00537634408602151,0.0161290322580645,0,0.021505376344086,0.0483870967741936,0.00537634408602151,0.00537634408602151,0.0161290322580645,2.11137915752688,2.34753239193548,4.06373880591398,2.09396348763441,1.69613700698925,1.19953740806452,1.38227951236559,2.35586496290323,1.18352326344086,0.99221885
Borixon,56p2Lt15UT30PjdvJURmG8,13,7,2930,1.88090833107582,0.948805460750853,0.22457337883959,0.0167235494880546,0.0258358662613982,0.0896656534954407,0.0729483282674772,0.0957446808510638,0.00151975683890578,0.0303951367781155,0.00911854103343465,0.0896656534954407,0.0349544072948328,0.0911854103343465,0.00151975683890578,0.0243161094224924,2.19140816808511,2.62180461641337,3.35541527948328,2.3979543825228,1.85402865486322,1.65847144072948,2.07787888419453,2.46103945455927,1.83815563237082,1.4098288393617
Borixon,0BsHfsrSW8ZwXR3q20249q,16,1,142,3.09503051438535,0.971830985915493,0.26056338028169,0.028169014084507,0,0,0.243243243243243,0.0540540540540541,0.0810810810810811,0,0,0,0.0810810810810811,0.0540540540540541,0.0810810810810811,0,2.46781394324324,2.40051590810811,3.59263113243243,2.51436051621622,2.06017557297297,1.68768765675676,1.6887657027027,2.11507663243243,1.69257719189189,1.57014706756757
Borixon,5vc9K08Ad1lPOTdDjxKNV7,1,1,473,2.69480353002171,0.961945031712474,0.116279069767442,0.0274841437632135,0,0.0181818181818182,0.0545454545454545,0,0,0.0181818181818182,0,0.0181818181818182,0.0363636363636364,0,0,0.0181818181818182,2.13392903636364,2.58899250181818,3.79747475636364,2.19665889272727,1.73214194363636,1.33654494181818,1.66829838363636,2.60690236,1.33390313454545,1.07037036727273
Borixon,1ZAAIK1LiMjFqgvTuBCGOj,1,1,361,2.06947947718413,0.828254847645429,0.191135734072022,0.0166204986149585,0,0.0144927536231884,0.0434782608695652,0.0289855072463768,0,0.0289855072463768,0,0.0144927536231884,0.0434782608695652,0.0289855072463768,0,0.0144927536231884,2.42755687536232,2.55301622898551,2.91673894637681,2.37177423043478,2.09403773043478,1.81945991884058,1.97293446231884,2.21673068115942,1.79608985362319,1.52495972753623
Borixon,4zeDuDXSg4kXy4ne2Ubuqp,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Borixon,4Pv0k58YRABHEO0cFwJzhI,1,1,506,2.76543533745416,0.818181818181818,0.134387351778656,0.00395256916996047,0,0.0882352941176471,0.132352941176471,0,0,0.0147058823529412,0,0.0882352941176471,0.102941176470588,0,0,0.0147058823529412,2.24032177794118,2.39245014558824,3.53051157058824,2.01206634852941,1.89479642647059,1.83829814852941,1.96983409117647,2.88204918382353,1.59814393970588,1.54832834852941
Borixon,2hOZdCp7njqeKTdb7zRoqU,1,1,377,2.2159264571039,0.973474801061008,0.185676392572944,0.00530503978779841,0.0428571428571429,0,0.0142857142857143,0.0142857142857143,0,0.0285714285714286,0.0142857142857143,0,0,0.0142857142857143,0,0.0285714285714286,2.31955637714286,2.71764348285714,3.23899067142857,2.17478632,1.90240131,1.50549451,1.86251527,2.28378105857143,1.42623117285714,1.22934472285714
Borixon,5jI1TdAWyC9whaohJOYcHa,1,1,547,2.87095402799574,0.941499085923217,0.20109689213894,0.0127970749542962,0,0.00909090909090909,0.109090909090909,0.0272727272727273,0,0.00909090909090909,0,0.00909090909090909,0.0545454545454545,0.0272727272727273,0,0.00909090909090909,2.40178708363636,2.47494171181818,3.56500911363636,2.38278947454546,1.77298627090909,1.85753689090909,1.99805749090909,2.52518779,1.86869985909091,1.34097383
Borixon,7jV6EdxkEoCb9mZDUVkbqn,1,1,294,1.68901451173693,0.95578231292517,0.159863945578231,0.00680272108843537,0,0.0212765957446809,0.0638297872340426,0.0212765957446809,0.0212765957446809,0.0638297872340426,0,0.0212765957446809,0.0638297872340426,0.0212765957446809,0.0212765957446809,0.0638297872340426,2.1260229106383,2.31581497234043,3.89767836808511,2.15081530212766,1.79666001276596,1.59529003829787,1.77368610425532,2.92735042978723,1.6092319893617,1.32878705531915
Borixon,6M12ByXuWSuy4ZLrXd0pJp,1,1,417,2.44316850246075,0.959232613908873,0.201438848920863,0.0119904076738609,0.0357142857142857,0.0476190476190476,0.0952380952380952,0,0,0.226190476190476,0.0238095238095238,0.0476190476190476,0.0476190476190476,0,0,0.214285714285714,1.945885925,2.07258172261905,3.35137705357143,1.90783136190476,1.70336454880952,1.33626714285714,1.41225747857143,2.38227515714286,1.25391737857143,1.15735653571429
Borixon,2SS0l4iRFQVzurI1JgNDAt,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Borixon,4FPgPXedpN3GILJy6322Hv,1,1,430,2.27371270846773,0.948837209302326,0.2,0.0209302325581395,0.0116279069767442,0.0116279069767442,0.151162790697674,0,0,0.0232558139534884,0.0116279069767442,0.0116279069767442,0.0465116279069768,0,0,0.0232558139534884,1.97126151511628,2.23736171395349,3.98181276976744,2.10085802209302,1.65888159767442,1.24650499651163,1.42799642209302,2.32589611860465,1.32597893604651,1.02870535
Borixon,3BjJczDubjVizF7al9VuBA,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Borixon,7JmIgKobwNdXjZKGdux6wu,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Borixon,3aC4P968g7tXKoMafisRFZ,1,1,417,1.93790343943006,0.94484412470024,0.13189448441247,0,0,0,0.0909090909090909,0,0,0.109090909090909,0,0,0.0727272727272727,0,0,0.0363636363636364,1.96260034363636,2.2126392,3.82561515636364,2.02413881272727,1.62268842545455,1.39277387454545,1.56291115090909,2.69665892909091,1.41794870909091,1.13201242727273
Borixon,2GWKipxfDQhYrtC2c8SirT,1,1,256,1.26643646545498,0.97265625,0.12890625,0.03515625,0.0303030303030303,0,0.0303030303030303,0,0,0,0.0303030303030303,0,0,0,0,0,2.04407320909091,2.3037641030303,3.98113618484849,2.09436244242424,1.59505311515152,1.10217560606061,1.3189587969697,2.22451006060606,1.15449365454545,0.813865151515152
Donguralesko,12u4ZxrKBQmSq7jCvL5PDh,16,8,3262,1.86927455872628,0.964438994481913,0.230226854690374,0.00398528510116493,0.00532623169107856,0.0173102529960053,0.0785619174434088,0.0173102529960053,0.00399467376830892,0.0532623169107856,0.00399467376830892,0.0119840213049268,0.0492676431424767,0.00932090545938748,0.00399467376830892,0.051930758988016,1.91098287669774,2.34677599214381,3.62567289960053,2.0480954207723,1.63922557363515,1.34961171291611,1.69916654141145,2.61029548894807,1.41726511704394,1.16886126711052
Donguralesko,2F8TlPuyx3oaSjNHrbpM2a,18,6,2161,1.69278697282532,0.922258213789912,0.186950485886164,0.028690421101342,0.0099009900990099,0.0148514851485149,0.116336633663366,0.00247524752475248,0.0198019801980198,0.0495049504950495,0.00742574257425743,0.0148514851485149,0.0495049504950495,0.00247524752475248,0.0198019801980198,0.0396039603960396,2.23841710792079,2.30171927128713,3.68815408514852,2.06539308836634,1.89876871955446,1.82012495321782,1.86769413886139,2.71377747524753,1.63121633589109,1.56452920544554
Donguralesko,6vHanyJwNN0xUJhUigxJI2,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Donguralesko,4o62cXwzQqfkQbyvFyZjby,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Donguralesko,6Yd3V5LiqbH9XTpSnfFoP1,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Donguralesko,0FrA6GYDfeLwqdmVfwhogm,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Donguralesko,7o8idX5V7NaPYUDtE8qWXo,21,11,4082,1.63987771220588,0.943410093091622,0.18765311121999,0.0102890739833415,0.010443864229765,0.02088772845953,0.0900783289817232,0.0156657963446475,0.0143603133159269,0.0613577023498695,0.00783289817232376,0.02088772845953,0.0430809399477807,0.0156657963446475,0.0143603133159269,0.0613577023498695,2.01310116618799,2.19611078276762,3.70197147584856,1.95896278368146,1.75176848394256,1.51254884464752,1.66324682597911,2.6396086194517,1.44911401201044,1.32695277140992
Donguralesko,4hUwDw5OLAEU0xGiAMlySu,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Donguralesko,7oSb5IktzpHYipRH9qxPaQ,21,3,1489,2.92941852321107,0.942914707857623,0.188717259905977,0.00873069173942243,0.0142348754448399,0.0320284697508897,0.0889679715302491,0.00711743772241993,0.0177935943060498,0.0177935943060498,0.00355871886120996,0.0320284697508897,0.0391459074733096,0.00711743772241993,0.0177935943060498,0.0177935943060498,2.09760325836299,2.36955696619217,3.62628393914591,2.07429952846975,1.7950161405694,1.40076648647687,1.61386886049822,2.2767233519573,1.37284424483986,1.21024830711744
Donguralesko,5iXvRGW5HQFWB4gB3Wg4WW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Donguralesko,53gVBvf1GtwRVTENBRrdIW,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
