artist,N_songs,N_songs_wL,N_words,N_words_per_s,Avg_in_dict,Avg_in_NAWL,Avg_vulg,Avg_max_N_Anger,Avg_max_N_Fear,Avg_max_N_Happiness,Avg_max_N_Sadness,Avg_max_N_Disgust,Avg_max_N_Neutral,Avg_min_N_Anger,Avg_min_N_Fear,Avg_min_N_Happiness,Avg_min_N_Sadness,Avg_min_N_Disgust,Avg_min_N_Neutral,Avg_max_sum_Anger,Avg_max_sum_Fear,Avg_max_sum_Happiness,Avg_max_sum_Sadness,Avg_max_sum_Disgust,Avg_min_sum_Anger,Avg_min_sum_Fear,Avg_min_sum_Happiness,Avg_min_sum_Sadness,Avg_min_sum_Disgust
Ten Typ Mes,212,116,45694,1.62849796598131,0.94242132446273,0.189521600210093,0.00658729811353788,0.0159353348729792,0.0145496535796767,0.0939953810623557,0.0150115473441109,0.00531177829099307,0.0437644341801386,0.00866050808314088,0.0137413394919169,0.0540415704387991,0.0135103926096998,0.00450346420323326,0.0381062355658199,2.06199433361432,2.30391644057737,3.71203716083141,2.10827326580831,1.70423054277136,1.4515052767552,1.64245173652425,2.54402410918014,1.46541790709007,1.19502614650116
Trzeci Wymiar,94,37,16443,1.75260279047875,0.949765857811835,0.208295323237852,0.00547345374931582,0.00963503649635036,0.0277372262773723,0.0724087591240876,0.011970802919708,0.00583941605839416,0.0364963503649635,0.00583941605839416,0.0268613138686131,0.0435036496350365,0.0113868613138686,0.00583941605839416,0.0303649635036496,2.11594130706569,2.447811048,3.53013330814599,2.1690217749781,1.79226090627737,1.51273794773723,1.77173976093431,2.47790920905109,1.53698941748905,1.27040177156204
TUZZA Globale,71,41,13036,1.4907649421854,0.891224301933108,0.182801472844431,0.0066738263270942,0.0142677297524129,0.019303399076794,0.0843474611833823,0.0125891733109526,0.00209819555182543,0.0499370541334452,0.00881242131766681,0.0188837599664289,0.039026437263953,0.0113302559798573,0.00167855644146034,0.0415442719261435,1.91969350780529,2.27784949916072,3.79595408241712,2.03659528904742,1.63537306647084,1.30466098002518,1.59088054855225,2.51324733193454,1.37510895467898,1.11062332056232
Tymek,142,59,23197,1.9415315844344,0.932361943354744,0.212699918092857,0.0103461654524292,0.0105391163356303,0.00972841507904337,0.119983785974868,0.0196595054722335,0.00202675314146737,0.030806647750304,0.00506688285366842,0.0093230644507499,0.0605999189298743,0.0172274017024726,0.00202675314146737,0.0216862586137009,1.95312801339684,2.29256353666396,3.93074555379003,2.10881989770977,1.63300149195379,1.32354082101743,1.60844860514795,2.68235222296311,1.4265287555533,1.1126713046818
Vienio,102,34,12879,1.506373754031,0.954421927168258,0.201801382094883,0.00186349871884463,0.0142362447095037,0.018468641785302,0.0615621392843401,0.0115429011158138,0.00307810696421701,0.0400153905348211,0.0100038476337053,0.0176991150442478,0.0388611004232397,0.0107733743747595,0.00269334359368988,0.0300115429011158,2.07259412020008,2.3728735674875,3.70905370692574,2.16182530808003,1.69408404624856,1.43792118537899,1.68412329126587,2.55018972543286,1.49966262031551,1.16527036317815
VNM,156,78,36403,2.00917776374536,0.925802818449029,0.170260692800044,0.0144218883059089,0.0174249757986447,0.0191997418522104,0.0892223297838012,0.0119393352694418,0.00322684737011939,0.0364633752823491,0.00645369474023879,0.0171022910616328,0.0435624394966118,0.0103259115843821,0.00322684737011939,0.0303323652791223,2.05143774436915,2.31999673021943,3.78306670971281,2.08587562357212,1.68518988770571,1.44796465333979,1.66396234209422,2.63308598438206,1.45900926973217,1.18999361227815
W.E.N.A.,153,47,16339,1.56190851282679,0.95856539567905,0.218128404431116,0.00771161025766571,0.0173961840628507,0.021324354657688,0.0704264870931538,0.0154320987654321,0.00308641975308642,0.0392817059483726,0.0109427609427609,0.0199214365881033,0.0347923681257015,0.0131874298540965,0.00308641975308642,0.0345117845117845,2.12994355151515,2.45527589396745,3.63299965255331,2.20401685204826,1.72579566130752,1.55688109626824,1.83218082570146,2.56214308846801,1.59746742522447,1.26096173630752
WWO,63,53,18348,1.66471007887231,0.926804011336385,0.203182908218879,0.00730324831044256,0.01931330472103,0.01931330472103,0.0675965665236052,0.00697424892703863,0.00348712446351931,0.0348712446351931,0.0088519313304721,0.0182403433476395,0.04318669527897,0.00616952789699571,0.00321888412017167,0.0281652360515021,2.13808002411481,2.41600243331545,3.79627838055258,2.18820705262876,1.7354987438573,1.47267304372318,1.69581586003219,2.60730934090665,1.49910814120172,1.18165027553648
Wzgórze Ya-Pa 3,43,11,3988,1.50985399318143,0.946339017051153,0.2018555667001,0.0198094282848546,0.0236024844720497,0.022360248447205,0.0670807453416149,0.0062111801242236,0.00869565217391304,0.0459627329192547,0.0136645962732919,0.022360248447205,0.0335403726708075,0.0062111801242236,0.00869565217391304,0.0397515527950311,2.10728426832298,2.38921545006211,3.67035538,2.16913781763975,1.81522265875776,1.47550033900621,1.66990673552795,2.5851117663354,1.47904655888199,1.25258976583851
Zeus,127,66,27707,1.91420225878216,0.95777240408561,0.190060273577074,0.00187678204063955,0.0132928218761869,0.0203190277250285,0.0848841625522218,0.0159513862514242,0.00398784656285606,0.0351310292442081,0.00588682111659704,0.0170907709836688,0.0438663121914166,0.0144322066084314,0.00341815419673376,0.0288644132168629,2.04918490176605,2.38018404441702,3.74509826397645,2.12495914567034,1.68919615628561,1.41121276940752,1.67222793575769,2.51609044403722,1.45894873532093,1.15627004198633
